city,名称,id,纬度,经度,评价分数,介绍,封面图片
银川,盛世汤泉,5010393,38.441593,106.28703,4.1,银川盛世汤泉坐落于银川市兴庆区宝湖东路与清河街交汇处康桥水郡，内有汗蒸、汤泉、沐浴、健康餐饮等，是一个大型汗蒸休闲场所。,https://dimg04.c-ctrip.com/images/100c0x000000lbkdz561D.jpg
银川,银川剧院,5257346,38.511984,106.25523,0.0,银川剧院位于金凤区正源北街建发大阅城，拥有大剧场、中小型剧场、艺术培训中心、以及文化商业区。主要功能涵盖文化演艺、商业发布、旅游餐饮、艺术培训，并配有独立书店、休闲茶吧、旅游观光、青少年主题活动等附带功能。,https://dimg04.c-ctrip.com/images/100j13000000v1h9m84A3.jpg
银川,银川森林公园,5545344,38.480553,106.206718,5.0,银川森林公园位于银川金凤区，公园里有森林、小河、假山等人造景观，景色优美，空气清新，还有些游乐设施。,https://dimg04.c-ctrip.com/images/0105w12000f6rov22A5A7.jpg
银川,贺兰山自然博物馆,5702759,38.541336,106.055121,4.0,贺兰山自然博物馆内设有岩羊馆、昆虫馆、植物馆、真菌馆、地质环境馆等，通过里面的展品，人们可以更好地了解贺兰山的动植物资源和矿产资源。,https://dimg04.c-ctrip.com/images/0104u12000b8d2x37CA46.jpg
银川,滨河黄河大桥,5603367,38.416671,106.48184,0.0,滨河黄河大桥是一座三塔四跨钢混叠合梁自锚式悬索桥，该桥型技术先进、造型美观，同时结合了宁夏地区民族地域特色。,https://dimg04.c-ctrip.com/images/0102312000a4se43w11BC.jpg
银川,王敬平美术馆,5704297,38.486104,106.168923,0.0,王敬平美术馆位于银川市西夏区，是画家王敬平先生个人出资兴办的一个集美术交流、切磋技艺、休闲为一体的美术场馆。馆内展览有国画、书法、水彩、素描等作品。,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/C5/08/Cghzf1W7IAOADod_AAA1Xhhuy-U142.jpg
银川,银川国际交流中心酒店·夏日水上乐园,5596391,38.512377,106.21631,0.0,水上乐园设有水上大冲关、彩虹滑梯、大象滑梯&潜水艇滑梯等多种水上设备。这里是广受欢迎的成人及儿童水上竞技项，让您充分感受水上的速度与激情。,https://dimg04.c-ctrip.com/images/0105r120004ik7pgd068B.jpg
银川,宁夏地质博物馆,5681469,38.499255,106.236159,4.8,"宁夏地质博物馆坐落于银川市金凤区人民广场东街以东、贺兰山路以南，是一座融现代化、高科技及宁夏地方特色于一体，以社会公众服务为主，兼顾科学研究人员需求的省级专题博物馆。
馆外为地质文化广场，馆内设有序厅、地球科学厅、生命演化厅、地质环境厅、矿产资源厅、地质工作厅、宝玉石观赏石展区、4D影院。收藏各类岩石、矿物、古生物化石标本16000余件。具有珍稀矿物标本展示、科普教育、科研、休闲娱乐等功能，是社会大众游览、观赏、休闲、娱乐及地质类专业人员进行相关研究的理想场所。 ",https://dimg04.c-ctrip.com/images/350c1a00000199ti270CB.jpg
银川,复楼博物馆,5704341,38.465823,106.258664,0.0,宁夏复朴斋博物馆是宁夏较大的民营性质的历史文化艺术品博物馆，由青铜、书画、陶瓷和古典家具四个展区组成，其中很具特色的要数铜镜藏品，有战国时期的 “四山镜”和 “羽纹镜”、汉代的 “照明连弧铭带镜”和 “星云镜”等，是宁夏目前铜镜收藏较大的博物馆。,https://dimg04.c-ctrip.com/images/0HJ4j12000g60ps3bD524.jpg
银川,颢丰蹦床公园,5569356,38.464239,106.24401,5.0,颢丰蹦床公园是一家趣味性的综合游乐场地，2000平超大空间，包含了20多种玩乐项目，从网红蹦床、火遍短视频平台的蜘蛛墙、超有趣的旱雪滑道、高空跳台、大闯关、梅花桩、网红一落到底、海绵跳水池、小孩儿攀岩、蹦床灌篮，还有室内高空滑索，在这里大家都回归到孩子的本性。,https://dimg04.c-ctrip.com/images/100e1d000001ed1d0AB34.png
银川,西夏文木活字印刷体验馆,5620424,38.433579,105.996259,5.0,西夏史话艺术馆内通过18组场景，160尊人物泥塑雕像直观展示西夏王朝从建立、繁盛到消亡的重要历史进程，还原西夏历史大事件和典型的社会生活场景。西夏文木活字印刷体验馆坐落于此，是景区专门为游客深度体验西夏历史文化而打造的专业性场馆。馆内拥有西夏文百家姓活字库、十二生肖图文活字库、西夏文雕版、经典唐诗及常用汉字等印刷内容，提供宣纸、刷墨鬃刷、印刷鬃刷、墨等印刷工具。,https://dimg04.c-ctrip.com/images/0100s120008esvwye16C9.jpg
银川,银川国际交流中心顽皮世界儿童乐园,5596390,38.512636,106.21444,1.0,银川国际交流中心顽皮世界儿童乐园是集蹦床、淘气堡、攀岩及其他多种娱乐项目于一体的综合休闲娱乐亲子乐园。场内面积超过1000平米，设有蹦床娱乐区、淘气堡区，以及包含旱雪滑梯，蜘蛛塔，滑索等多种娱乐设施的网红娱乐区。,https://dimg04.c-ctrip.com/images/0304v120008auuwvq2285.jpg
银川,银川星空失恋博物馆,5639349,38.491707,106.135904,4.5,治愈1000W人的星空失恋博物馆+网红打卡地，这里有扎心语录、分手“遗物”、前任故事，珍藏来自各地失恋者捐赠的展品。,https://dimg04.c-ctrip.com/images/0HJ1512000g8yhs034E49.jpg
银川,银川市森林公园-童梦冰雪世界,5700891,38.482844,106.207008,0.0,银川森林公园童梦冰雪世界位于银川市森林公园足球场，是银川一家专注于冰雪世界的戏雪乐园，内设亲子项目、儿童项目、成人项目，包含：雪圈、粉红猪小妹（城堡、海洋球）、儿童方向雪车、碰碰球、儿童雪地摩托车、成人摩托车、雪地坦克车等娱乐设置。乐园位于市区，交通便利，周边有停车场，风景优美，是您和家人这个冬天戏雪的不二选择。,https://dimg04.c-ctrip.com/images/350o1b000001agtko4BA7.jpg
银川,宁夏展览馆,4510817,38.462198,106.27534,0.0,宁夏展览馆是集宁夏经济和社会发展概况、成就陈列展示，区内外政治、经济、科技、文化信息交流，贸易洽谈，产品展销和群众文化娱乐大型活动场所等社会功能于一身的综合性展览馆。,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/C5/09/Cghzf1W7IBCAU1soAAA1rXNRb5g042.jpg
银川,兵沟大峡谷,5144045,38.458452,106.546938,0.0,兵沟大峡谷位于宁夏银川市，紧邻黄河，是一条东西走向的天然泄洪沟。之所以得名“兵沟”，是因为此处是秦汉时期屯兵戍边的要地。这条天然形成的峡谷地貌奇诡，沟壑纵横，雄浑中又透出西北特有的苍凉之感。一道道沟壑如西北大地上撕裂开的伤口，谷中乱石密布，植被丛生，独有一番风味。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M00/AE/85/CghzfVW7H_qAV1IuAAA1WVz4ogM259.jpg
银川,贺兰山国防园,4611820,38.600757,106.058453,0.0,贺兰山国防园位于银川市西夏区，园区建设有六个基本功能区，以军事博物馆为中心的国防教育区，以近现代军兵器为要点的兵器装备陈列区，以军事训练大纲为蓝本的军事训练区，以亲历军事生活为目标的军旅生活体验区，以军事题材为对象的影视场景拍摄区和以休闲娱乐为内容的旅游度假区。,https://dimg04.c-ctrip.com/images/0HJ5112000g65jact9267.jpg
银川,新满城严武门旧址,4623524,38.4905,106.183594,0.0,旧址为清代新满城西城门，上建有城楼。雍正初年在宁夏府城外东北建满城，用于八旗官兵驻防宁夏。清乾隆三年毁于地震，乾隆五年将其移建与府城西十五里平湖桥东南，是为新满城，即今新城。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M03/AF/64/CghzfFW7IBCAUbLaAAAlnuKOkAQ344.jpg
银川,洪家渠关帝庙,4627868,38.405036,106.301664,5.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M09/AE/89/CghzfVW7IBeAXP0AAAA7cEfxExY943.jpg
银川,威仪堡玉皇庙,4623562,38.458713,106.183241,5.0,威仪堡玉皇庙位于银川市金凤区，内有娘娘殿、玉皇殿等建筑，寺院幽静，周围环境清幽。,https://dimg04.c-ctrip.com/images/0HJ2212000g6czdpbC6CB.jpg
银川,宁夏电力科技馆,3260381,38.472665,106.235279,0.0,宁夏电力科技馆于2007年建成并向社会公众开放，是电力专业展馆，包括展馆和实训基地两部分。展馆面积2600㎡，以“电力·科技·交流”为主题，集培训和科普教育功能于一体，由电力印象、电的世界、电力之路、中国电力、宁夏电力、特高压输电和西电东送等6个展厅构成。多角度、多层面、多样化地展示世界电力的技术发展，中国电力的巨大成就和宁夏电力艰苦创业、飞速发展的光辉历程。,https://dimg04.c-ctrip.com/images/0100712000c2yy4sk4BAB.jpg
银川,典农河滨水景观公园,67610863,38.469168,106.215335,0.0,典农河滨水景观公园是紧邻典农河水系的带状滨河公园，公园在原有的自然环境基础上，自东向西依次打造迎宾区、园建区、主题展示区、活动区、文化区五大区域。,https://dimg04.c-ctrip.com/images/0HJ3b12000g8stefd9896.jpg
银川,兴源北寺,4623420,38.347903,106.084328,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,通北清真大寺,4627861,38.514222,106.50039,0.0,这是银川历史悠久的清真寺之一，寺内收藏有许多珍贵的宗教文物。,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,西夏古城,69538771,38.502254,106.166372,0.0,西夏古城分为特色商业区和西夏文化展示区，是集休闲、购物、餐饮、文化、度假为一体的地方。,https://dimg04.c-ctrip.com/images/0103w12000f6s1f2e275E.jpg
银川,西夏陵-西夏史话艺术馆,69395830,38.432597,105.996482,4.3,西夏史话艺术馆是一处以多种艺术手法再现西夏历史的综合展馆。,https://dimg04.c-ctrip.com/images/01A6f120008ssuccd4CC2.jpg
银川,紫东苑公园,4623572,38.487391,106.077633,0.0,,https://dimg04.c-ctrip.com/images/0HJ0a12000g657bizAA0C.jpg
银川,徕龙公园,4623642,38.40214,106.276212,0.0,位于银川南大门的徕龙公园，是一座集休闲娱乐、健身游玩于一体的生态湿地公园，以“生态湿地、景观风光”的规划理念，结合亭台、树阵森林、魅力草坪、叠石水榭等景点，实现生态保护、休闲娱乐等功能的有机结合。公园规划面积760亩，其中水域190亩，绿化及景观570亩。公园设计栽植88种乔灌木156万株、水生植物1.6万丛、草坪19万平方米。,https://dimg04.c-ctrip.com/images/0HJ6u12000g6m6lnv1AF8.jpg
银川,天力温泉度假村,4628132,38.441513,106.279758,0.0,这是一处以温泉浴为核心，结合休闲娱乐的综合性度假村。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M04/FC/25/CghzflW7IA6AKGPbAAA4x2Gv3VY561.jpg
银川,镇北堡镇团结村天主堂,4611835,38.636247,106.096661,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,兴台北寺,4623443,38.363079,106.08481,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,和谐清真寺,4627003,38.58161,106.584535,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,黄河旅游度假村,4628348,38.400117,106.387963,0.0,度假村占地面积广阔，以黄河文化和自然风光为主题，提供了丰富的旅游体验。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M04/FC/25/CghzflW7IA6AKGPbAAA4x2Gv3VY561.jpg
银川,花博园-中阿友谊博览园,4623616,38.533611,106.221218,0.0,银川市花博园-中阿友谊博览园位于宁夏回族自治区银川市金凤区亲水北大街，人们可以在这里拍照和欣赏博览园里面的自然景色，是一个休闲的好去处。,https://dimg04.c-ctrip.com/images/0106o12000dcdutk5E083.jpg
银川,观音阁,4611821,38.615829,106.071888,0.0,,https://dimg04.c-ctrip.com/images/0103s12000gaz06tdB24A.jpg
银川,慈母寺,4611834,38.637955,106.05349,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M08/FC/24/CghzflW7IACAHgzUAAAvGcMqieg905.jpg
银川,西夏区基督教堂,4623525,38.480057,106.132556,0.0,,https://dimg04.c-ctrip.com/images/0101k120004151cnoA597.jpg
银川,十村中寺,4623441,38.358293,106.135415,0.0,十村中寺建筑古朴，环境清幽，建有大雄宝殿、观音殿等建筑，是体验宗教文化和感受宁静氛围的好地方。,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,华侨园,4623560,38.413471,106.19245,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M08/FC/24/CghzflW7IACAHgzUAAAvGcMqieg905.jpg
银川,森林公园M岛,4626833,38.480487,106.215596,0.0,这是一个集自然风光与人文景观于一体的旅游景区，该岛屿占地面积广阔，有湖泊、树林等自然景观。,https://dimg04.c-ctrip.com/images/0HJ3x12000g8mdygp9A0A.jpg
银川,宁夏大学贺兰山校区-音乐厅,4626581,38.50332,106.141631,0.0,该音乐厅的内部装修典雅，还拥有现代化的音响设备，经常举办各类音乐会和学术讲座，为师生提供了丰富的文化盛宴。,https://dimg04.c-ctrip.com/images/0103q12000c30tgasAEE6.jpg
银川,社区文化广场,4626597,38.457271,106.29598,0.0,,https://dimg04.c-ctrip.com/images/01019120009xrazzt720B.jpg
银川,白鸽清真寺,4627744,38.409201,106.297682,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,克马伦丁长老拱北,4627044,38.608606,105.937013,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,新满城永靖门旧址,4623522,38.485635,106.189617,5.0,新满城永靖门旧址位于金凤区新城福州北街与北京路交汇处北侧。为清代新满城南城门，上建有城楼。雍正初年在宁夏府城外东北建满城，用于八旗官兵驻防宁夏。清乾隆三年毁于地震，乾隆五年将其移建与府城西十五里平湖桥东南，是为新满城，即今新城。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M03/AF/64/CghzfFW7IBCAUbLaAAAlnuKOkAQ344.jpg
银川,银川兰泉山庄,4627034,38.624642,106.063562,0.0,山庄内绿树成荫，湖水清澈，环境优雅。游玩点包括人工湖、水上乐园、动物园等。,https://dimg04.c-ctrip.com/images/0HJ0x12000g2vs5a438C6.jpg
银川,典农河,3141602,38.495035,106.217319,4.0,典农河为青铜峡灌区河西总排水干沟，是根据宁夏引黄灌区地势西高东低、南高北低的特点，开挖形成的具备防洪排水、湿地保护、生态建设、旅游景观、水资源综合利用等功能的一条人工河。,https://dimg04.c-ctrip.com/images/0102d120009b1kcic2E87.jpg
银川,铁西北大寺,4611837,38.664101,106.226027,0.0,,https://dimg04.c-ctrip.com/images/0HJ0y12000g2u3qsvC840.jpg
银川,普灵寺,4623536,38.416955,106.349037,0.0,普灵寺依山傍水，环境幽静，寺内的建筑都十分精美。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M08/FC/24/CghzflW7IACAHgzUAAAvGcMqieg905.jpg
银川,宁夏职业技术学院新校区-阳光广场,4626586,38.524012,106.143383,0.0,宁夏职业技术学院新校区-阳光广场是该学院内较大的活动广场，也是一个集娱乐、休闲、健身、教育为一体的综合性广场。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M07/FC/25/CghzflW7IASANUuCAAAtJkkq6KA204.jpg
银川,石油城管道基地-文化广场,4626551,38.446499,106.311096,0.0,,https://dimg04.c-ctrip.com/images/0101b120009xrxql5BE2C.jpg
银川,宁化影剧院,4628364,38.485673,106.077691,0.0,该影剧院位于银川市，设有现代化的电影放映厅，提供电影放映、话剧、音乐会等多样化的文娱活动，观众可在此体验高品质的视听盛宴，享受文化艺术带来的愉悦。,https://dimg04.c-ctrip.com/images/010121200098p73tk161B.png
银川,宁夏奇石馆,2725828,38.473926,106.263275,5.0,宁夏奇石馆位于银川市兴庆区，馆内有各种形状的石头，石头上的颜色，造型图案也各不相同，是欣赏奇石艺术的好地方。,https://dimg04.c-ctrip.com/images/100p180000014luwp14BA.jpg
银川,同安清真寺,4623558,38.469734,106.125425,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,通西中寺,4623573,38.512609,106.463901,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,明心清真寺,4623588,38.426583,106.27035,0.0,,https://dimg04.c-ctrip.com/images/0HJ0612000g904jir77FD.jpg
银川,宁夏国际会堂,3016611,38.525538,106.216801,4.5,宁夏国际会堂(WCA总决赛举办地)可承接会议、展览、宴会、赛事、演唱会等多种活动。,https://dimg04.c-ctrip.com/images/0100j120009iiswk3200D.jpg
银川,银川科技园展示馆,4627864,38.434882,106.177866,0.0,银川科技园展示馆内设有多个展区，通过图文、模型、互动体验等形式，向公众展示了银川在电子信息、生物医药等领域的科研成果和产业发展。,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/C5/09/Cghzf1W7IBCAU1soAAA1rXNRb5g042.jpg
银川,颐和高尔夫庄园,65502046,38.392464,106.169135,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg
银川,南塘园,4623601,38.450286,106.280302,0.0,,https://dimg04.c-ctrip.com/images/0104d120009x225qf15F4.jpg
银川,宁夏葡萄酒文化展览馆,2714401,38.488872,106.026191,0.0,宁夏葡萄酒文化展览馆内设有多个展览区域，通过多媒体和实物展示，让游客深入了解宁夏葡萄酒的独特魅力。,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/C5/09/Cghzf1W7IBCAU1soAAA1rXNRb5g042.jpg
银川,凤凰碑,5067978,38.470353,106.260955,3.8,在银川市西门口的十字街心矗立着凤凰碑。这里原来是银川西门城楼，为土木结构，古老而阴森。随着四周楼房次第拔地而起，破烂不堪的城楼终于在20世纪70年代被拆除，成为繁华大街上的烟云记忆了。凤凰碑是1984年在西门城楼的地基上建成的。凤凰碑(3张)碑身高约20米，为钢筋混凝土结构，造型别致，主体由两根分别为淡红色与淡绿色的平行的方形水泥柱构成，顶端相连，呈半圆形；两柱间中空，宛如一座狭长的拱门。拱门顶部两柱内壁，各有一女性塑像，象征回族和汉族，两个塑像各伸一手共同托住一个红蓝相间的球，象征民族团结。碑的半圆形顶上，立着一只不锈钢铸的凤凰，高约3米，头朝东方，栩栩如生，它是在银川的标志。关于银川城的来历，有一个美丽的民间传说，说的是远古有一只象征幸福吉祥的凤凰，从江南飞到塞北。它给愁云笼罩的六盘山换上翠绿的衣衫，将满头白发的贺兰山变成青山，使宁夏川成为肥田沃土、牛羊遍地的塞上江南。为了抵御外来侵略者，保护这里的人民，凤凰自己变作一座城池，这就是在银川城。,https://dimg04.c-ctrip.com/images/01071120009hxcuuu0B01.jpg
银川,财神庙,4611822,38.612333,106.074364,0.0,财神庙供奉着财神，殿内有精美的壁画和雕刻，体现了中国传统宗教艺术的独特魅力。,https://dimg04.c-ctrip.com/images/0102f12000gaz0iwbE7CF.jpg
银川,三村中寺,4623501,38.390916,106.099465,0.0,,https://dimg04.c-ctrip.com/images/0HJ6112000g2v42t700D5.jpg
银川,南熏路小游园,4623526,38.463841,106.261613,0.0,园内绿树成荫，花香四溢，有多种景观和设施，适合各年龄段游客前来游玩休憩。,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153.jpg
银川,鲨鱼公园(悦海新天地店),4623548,38.494734,106.246187,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153.jpg
银川,银川市迎宾生态体育广场,4626564,38.432625,106.21854,0.0,广场内绿树成荫，花香四溢，还有宽敞的跑道和各类运动器械，可以锻炼身体。此外，广场还设有儿童游乐区，是家庭亲子活动的理想选择。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M07/FC/25/CghzflW7IASANUuCAAAtJkkq6KA204.jpg
银川,城市街区自助图书馆(新华百货购物中心店),3661945,38.464164,106.28459,0.0,,https://dimg04.c-ctrip.com/images/0101y120009x2c6fgB994.jpg
银川,荣恒园,4623635,38.488112,106.23818,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M08/C4/B0/CghzgVW7H_mAH93mAAA_kl5amJk965.jpg
银川,商贸城广场,4626607,38.494425,106.31435,5.0,商贸城广场是一个集购物、餐饮、娱乐于一体的综合性广场。广场上有各式商铺和餐饮店，定期会举行各种演出活动。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M07/FC/25/CghzflW7IASANUuCAAAtJkkq6KA204.jpg
银川,宁夏广播电视总台-青柠檬剧场,4628757,38.481913,106.243442,0.0,青柠檬剧场内部设施先进，剧场内经常举办各类话剧、音乐会、舞蹈表演等演出节目。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M0B/AE/87/CghzfVW7IAaAJGP4AAA0UwxYU3A867.jpg
银川,昊王宫,4628751,38.367043,106.438191,0.0,该宫主殿高约32米，成八角形。整个大殿规模浩大、气势雄伟，颇具王府气派，别具特色。,https://dimg04.c-ctrip.com/images/100l1f000001galjcA53C.jpg
银川,金凤区基督教堂,4623563,38.483508,106.187023,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/AE/62/CghzgFW7IBCAHuSzAAAx3FcjVOM139.jpg
银川,花海盛地度假村,4628149,38.41322,106.29929,5.0,花海盛地度假村交通便利、环境优美。进门便是宽阔的场地，可以烧烤也可以游玩，设施齐全，娱乐项目丰富，是休闲度假的好去处。,https://dimg04.c-ctrip.com/images/0103312000bana3be15E0.jpg
银川,龙眼湖,4611823,38.564269,106.256482,0.0,龙眼湖地处金凤区丰登镇，东至永丰公路西南，北至灌溉农田，东西长约1230米，南北宽约560米，湖泊面积约1250亩。因为湖中有湖心岛，看着里一圈外一圈像只灵动的眼睛，所以周围的住户叫它“龙眼湖”。这里有一大片的芦苇丛，还有各种鸟类，景色优美。,https://dimg04.c-ctrip.com/images/fd/tg/g1/M02/AE/86/CghzfVW7H_2AfYXiAAA0yMVsNrk713.jpg
银川,北塔湖,69325141,38.500036,106.283624,0.0,北塔湖公园，占地2000亩，湖畔的海宝寺塔拥有1500年历史，每逢春秋季节都会迎来数以万计的候鸟。古迹，佛塔，公园，候鸟融为一体，是附近居民周末休闲放松的好去处。,https://dimg04.c-ctrip.com/images/0103u120009fqk6ud7CA1.jpg
银川,福州步行街,5168459,38.485024,106.189252,0.0,福州步行街是一条集购物、餐饮、娱乐于一体的商业街区。,https://dimg04.c-ctrip.com/images/fd/tg/g2/M04/C5/08/Cghzf1W7IAuAf_KnAAA64Rrw844266.jpg
银川,西夏公园,5142855,38.489654,106.11988,4.2,西夏公园是为纪念西夏国建都而定名，该公园以湖为中心，两岸垂柳遍布，分布有西夏牛塑、亭台、小桥等，还有儿童乐园以及划船设施。,https://dimg04.c-ctrip.com/images/0104i1200084z6wt192BC.jpg
银川,西夏广场,5142854,38.486485,106.030641,0.0,广场内设有扇形花池、十二生肖雕塑、18根仿制西夏盘龙残柱等景观设施。 广场中巨石、枯木、果园点缀其间，体现出粗犷、豪放的西夏风情。,https://dimg04.c-ctrip.com/images/0101k120004fe3ub8BFA6.jpg
银川,石油城(旺角商业街),5168461,38.437611,106.328235,0.0,石油城位于银川市，是一个新兴的商业综合体，商业街内有多家店铺、餐饮店、休闲设施等。,https://dimg04.c-ctrip.com/images/0105l120009xrte3t6ABD.jpg
银川,幸福羽毛球馆,123865902,38.471585,106.314874,0.0,球馆以其宽敞的场地和先进的设施吸引了众多羽毛球爱好者。,https://dimg04.c-ctrip.com/images/0HJ6x12000g87tmt6B809.jpg
银川,光明广场-足球场,123866336,38.472618,106.265686,0.0,,https://dimg04.c-ctrip.com/images/0HJ3r12000g65j87z7B06.jpg
银川,丽子公园,124252082,38.484854,106.163679,0.0,丽子公园是银川市西夏区的一座美丽的城市公园，拥有广阔的绿地、清新的空气和许多休闲娱乐设施。在这里可以进行晨练、散步、游玩等活动，还有各种休闲设施供使用，是放松身心的好去处。,https://dimg04.c-ctrip.com/images/0HJ1212000g8yo2t6F997.jpg
银川,半个月亮爬上来婚拍基地,5718216,38.565793,106.561194,5.0,半个月亮爬上来婚拍基地以婚庆旅拍为核心主业态，同时拥有网红、潮人、电商、短视频拍摄等商业场景1000余个，基地占地1700亩，外加10个外景基地，我们根据不同季节设置不同拍摄场景，为北、上、广、深和长三角游客以及宁夏、西安、兰州、青海的影楼和游客提供场景和旅拍服务，是西北地区婚庆旅拍基地，业态包含：拍摄服务、搭景服务、道具服装租赁、婚礼策划、喜宴承办、网红民宿以及度假俱乐部；地址位于宁夏月牙湖乡黄沙古渡景区旁；,https://dimg04.c-ctrip.com/images/0100v1200092mcb2jCDCA.jpg
银川,六块八沉浸式演绎密室,79903327,38.538335,106.138376,0.0,,https://dimg04.c-ctrip.com/images/10070e0000006ytx7B781.jpg
银川,华湖雁清真大寺,143265452,38.442349,106.238485,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg
银川,银川市金凤区图书馆,143290497,38.481345,106.186759,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M01/AF/63/CghzfFW7IASAT10JAAA6hcRCmrA034.jpg
银川,宁夏视频宣传片制作中心,143719819,38.440249,106.223699,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg
银川,顾家桥清真寺,143727792,38.541232,106.18312,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg
银川,尹家渠关帝庙,143756760,38.505518,106.262168,0.0,庙宇主体建筑供奉着关羽神像，庙内装饰精美，壁画、雕刻展现出浓郁的民族特色。,https://dimg04.c-ctrip.com/images/0103q12000d9ivs3y8A81.jpg
银川,耀莱成龙影城(金凤店),145120019,38.486325,106.178711,0.0,,https://dimg04.c-ctrip.com/images/0HJ5m12000g9164wkDB88.jpg
银川,黄河横城国际旅游休闲度假区-展示厅,145130229,38.366887,106.438533,0.0,,https://dimg04.c-ctrip.com/images/0HJ7012000g90rk3bB633.jpg
银川,龙跃散打搏击俱乐部,145134864,38.463085,106.282327,0.0,,https://dimg04.c-ctrip.com/images/0HJ4y12000g5zuwtd7E6B.jpg
银川,解放纪念碑广场,145174446,38.484237,106.148726,0.0,,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg
银川,月牙湖乡滨河家园清真北大寺,145199909,38.653131,106.595599,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg
银川,黄沙古渡原生态旅游区-湿地广场,145229753,38.550746,106.547491,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg
银川,来佛寺,144203022,38.461801,106.212501,0.0,,https://dimg04.c-ctrip.com/images/0HJ3j12000g700ysn306E.jpg
银川,银川基督教堂,144203719,38.46979,106.284363,0.0,,https://dimg04.c-ctrip.com/images/0HJ2b12000g6ex2zg1A46.jpg
银川,十七支沟,144203884,38.646048,106.153582,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg
银川,西大沟,144203885,38.545318,106.15981,0.0,,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg
